[2025-05-08 10:56:34.416] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.81
[2025-05-08 11:57:24.177] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.92
[2025-05-08 11:57:24.179] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.92
[2025-05-08 11:57:25.242] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.88
[2025-05-08 11:57:25.242] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.88
[2025-05-08 11:57:58.641] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.85
[2025-05-08 11:57:58.641] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.85
[2025-05-08 11:57:59.739] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.89
[2025-05-08 11:57:59.740] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.89
[2025-05-08 11:58:00.838] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.89
[2025-05-08 11:58:00.839] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.89
[2025-05-08 11:58:01.933] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.89
[2025-05-08 11:58:01.934] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.89
[2025-05-08 11:58:03.017] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.79
[2025-05-08 11:58:03.018] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.79
[2025-05-08 11:58:51.170] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.75
[2025-05-08 11:58:51.171] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.75
[2025-05-08 12:00:05.079] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.88
[2025-05-08 12:00:05.080] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.88
[2025-05-08 12:00:06.087] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.89
[2025-05-08 12:00:06.089] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.89
[2025-05-08 12:00:07.165] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.78
[2025-05-08 12:00:07.165] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.78
[2025-05-08 12:00:08.164] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.76
[2025-05-08 12:00:08.165] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.76
[2025-05-08 12:00:09.256] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.8
[2025-05-08 12:00:09.257] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.8
[2025-05-08 12:00:10.362] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.83
[2025-05-08 12:00:10.362] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.83
[2025-05-08 12:00:11.362] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.74
[2025-05-08 12:00:11.363] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.74
[2025-05-08 12:00:12.421] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.73
[2025-05-08 12:00:12.422] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.73
[2025-05-08 12:00:13.411] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.76
[2025-05-08 12:00:13.413] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.76
[2025-05-08 12:00:14.407] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.73
[2025-05-08 12:00:14.408] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.73
[2025-05-08 12:00:50.450] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.9
[2025-05-08 12:00:50.451] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.9
[2025-05-08 12:00:51.518] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.93
[2025-05-08 12:00:51.519] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.93
[2025-05-08 12:00:52.638] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.86
[2025-05-08 12:00:52.639] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.86
[2025-05-08 12:00:53.710] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.77
[2025-05-08 12:00:53.711] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.77
[2025-05-08 12:00:54.798] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.82
[2025-05-08 12:00:54.798] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.82
[2025-05-08 12:00:55.882] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.84
[2025-05-08 12:00:55.883] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.84
[2025-05-08 12:00:56.929] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.85
[2025-05-08 12:00:56.934] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.85
[2025-05-08 12:00:57.925] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.78
[2025-05-08 12:00:57.927] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.78
[2025-05-08 12:00:58.968] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.7
[2025-05-08 12:00:58.969] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.7
[2025-05-08 12:01:00.050] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.8
[2025-05-08 12:01:00.051] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.8
[2025-05-08 12:01:01.170] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.9
[2025-05-08 12:01:01.171] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.9
[2025-05-08 12:01:02.365] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.78
[2025-05-08 12:01:02.366] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.78
[2025-05-08 12:01:03.409] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.79
[2025-05-08 12:01:03.410] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.79
[2025-05-08 12:01:04.430] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.88
[2025-05-08 12:01:04.431] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.88
[2025-05-08 12:01:05.525] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.83
[2025-05-08 12:01:05.526] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.83
[2025-05-08 12:01:06.626] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.76
[2025-05-08 12:01:06.627] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.76
[2025-05-08 12:01:07.739] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.73
[2025-05-08 12:01:07.740] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.73
[2025-05-08 12:01:08.915] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.83
[2025-05-08 12:01:08.916] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.83
[2025-05-08 12:01:10.017] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.82
[2025-05-08 12:01:10.020] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.82
[2025-05-08 12:01:11.111] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.8
[2025-05-08 12:01:11.112] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.8
[2025-05-08 12:01:12.217] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.94
[2025-05-08 12:01:12.219] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.94
[2025-05-08 12:01:13.294] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.88
[2025-05-08 12:01:13.295] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.88
[2025-05-08 12:01:14.425] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.8
[2025-05-08 12:01:14.426] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.8
[2025-05-08 12:01:15.462] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.87
[2025-05-08 12:01:15.463] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.87
[2025-05-08 12:01:16.497] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.94
[2025-05-08 12:01:16.501] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.94
[2025-05-08 12:01:17.576] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.75
[2025-05-08 12:01:17.578] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.75
[2025-05-08 12:01:18.693] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.87
[2025-05-08 12:01:18.694] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.87
[2025-05-08 12:01:19.758] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.88
[2025-05-08 12:01:19.758] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.88
[2025-05-08 12:01:20.862] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.75
[2025-05-08 12:01:20.863] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.75
[2025-05-08 12:01:21.954] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.7
[2025-05-08 12:01:21.957] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.7
[2025-05-08 12:01:23.029] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.92
[2025-05-08 12:01:23.031] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.92
[2025-05-08 12:01:24.023] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.72
[2025-05-08 12:01:24.024] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.72
[2025-05-08 12:01:25.246] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.71
[2025-05-08 12:01:25.248] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.71
[2025-05-08 12:01:26.330] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.74
[2025-05-08 12:01:26.331] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.74
[2025-05-08 12:01:27.511] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.88
[2025-05-08 12:01:27.515] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.88
[2025-05-08 12:04:21.431] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.85
[2025-05-08 12:04:21.431] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.85
[2025-05-08 12:04:22.497] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.8
[2025-05-08 12:04:22.498] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.8
[2025-05-08 12:04:23.600] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.83
[2025-05-08 12:04:23.600] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.83
[2025-05-08 12:04:24.718] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.81
[2025-05-08 12:04:24.719] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.81
[2025-05-08 12:04:25.780] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.76
[2025-05-08 12:04:25.782] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.76
[2025-05-08 12:10:57.124] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.7
[2025-05-08 12:10:57.125] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.7
[2025-05-08 12:10:58.227] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.9
[2025-05-08 12:10:58.228] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.9
[2025-05-08 12:10:59.323] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.93
[2025-05-08 12:10:59.324] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.93
[2025-05-08 12:11:00.419] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.79
[2025-05-08 12:11:00.420] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.79
[2025-05-08 12:11:01.504] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.86
[2025-05-08 12:11:01.506] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.86
[2025-05-08 12:11:02.562] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.95
[2025-05-08 12:11:02.562] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.95
[2025-05-08 12:11:03.574] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.7
[2025-05-08 12:11:03.576] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.7
[2025-05-08 12:11:04.570] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.79
[2025-05-08 12:11:04.570] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.79
[2025-05-08 12:11:05.579] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.74
[2025-05-08 12:11:05.581] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.74
[2025-05-08 12:11:06.588] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.93
[2025-05-08 12:11:06.588] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.93
[2025-05-08 12:11:07.609] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.9
[2025-05-08 12:11:07.610] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.9
[2025-05-08 12:11:08.609] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.78
[2025-05-08 12:11:08.610] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.78
[2025-05-08 12:11:09.682] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.86
[2025-05-08 12:11:09.683] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.86
[2025-05-08 12:11:10.787] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.79
[2025-05-08 12:11:10.788] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.79
[2025-05-08 12:11:11.786] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.87
[2025-05-08 12:11:11.787] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.87
[2025-05-08 12:11:12.886] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.87
[2025-05-08 12:11:12.888] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.87
[2025-05-08 12:11:13.977] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.73
[2025-05-08 12:11:13.978] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.73
[2025-05-08 12:11:15.062] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.87
[2025-05-08 12:11:15.064] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.87
[2025-05-08 12:11:16.123] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.72
[2025-05-08 12:11:16.124] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.72
[2025-05-08 12:11:17.146] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.86
[2025-05-08 12:11:17.147] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.86
[2025-05-08 12:11:18.139] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.78
[2025-05-08 12:11:18.141] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.78
[2025-05-08 12:11:19.170] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.79
[2025-05-08 12:11:19.171] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.79
[2025-05-08 12:11:20.192] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.87
[2025-05-08 12:11:20.193] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.87
[2025-05-08 12:11:21.190] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.88
[2025-05-08 12:11:21.191] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.88
[2025-05-08 12:13:38.826] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.71
[2025-05-08 12:13:38.827] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.71
[2025-05-08 12:13:39.935] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.77
[2025-05-08 12:13:39.936] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.77
[2025-05-08 12:13:41.048] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.71
[2025-05-08 12:13:41.049] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.71
[2025-05-08 12:13:42.128] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.76
[2025-05-08 12:13:42.130] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.76
[2025-05-08 12:13:43.228] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.82
[2025-05-08 12:13:43.229] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.82
[2025-05-08 12:13:44.402] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.93
[2025-05-08 12:13:44.404] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.93
[2025-05-08 13:39:52.010] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.8
[2025-05-08 13:39:52.011] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.8
[2025-05-08 13:39:53.014] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.71
[2025-05-08 13:39:53.015] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.71
[2025-05-08 13:39:54.109] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.94
[2025-05-08 13:39:54.109] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.94
[2025-05-08 13:39:55.213] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.8
[2025-05-08 13:39:55.213] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.8
[2025-05-08 13:39:56.222] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.72
[2025-05-08 13:39:56.223] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.72
[2025-05-08 13:39:57.311] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.91
[2025-05-08 13:39:57.312] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.91
[2025-05-08 13:39:58.409] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.73
[2025-05-08 13:39:58.410] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.73
[2025-05-08 13:39:59.492] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.92
[2025-05-08 13:39:59.495] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.92
[2025-05-08 13:40:00.511] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.82
[2025-05-08 13:40:00.512] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.82
[2025-05-08 13:40:01.542] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.72
[2025-05-08 13:40:01.544] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.72
[2025-05-08 13:40:02.564] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.91
[2025-05-08 13:40:02.565] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.91
[2025-05-08 13:40:03.679] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.74
[2025-05-08 13:40:03.680] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.74
[2025-05-08 13:40:04.772] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.73
[2025-05-08 13:40:04.772] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.73
[2025-05-08 13:40:05.844] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.93
[2025-05-08 13:40:05.844] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.93
[2025-05-08 13:40:06.864] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.75
[2025-05-08 13:40:06.865] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.75
[2025-05-08 13:40:07.953] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.82
[2025-05-08 13:40:07.954] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.82
[2025-05-08 13:40:09.082] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.91
[2025-05-08 13:40:09.083] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.91
[2025-05-08 13:40:10.082] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.8
[2025-05-08 13:40:10.084] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.8
[2025-05-08 13:40:11.159] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.81
[2025-05-08 13:40:11.161] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.81
[2025-05-08 13:40:12.233] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.9
[2025-05-08 13:40:12.234] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.9
[2025-05-08 13:40:13.345] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.91
[2025-05-08 13:40:13.346] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.91
[2025-05-08 13:40:14.442] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.88
[2025-05-08 13:40:14.443] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.88
[2025-05-08 13:40:15.529] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.78
[2025-05-08 13:40:15.530] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.78
[2025-05-08 13:40:16.613] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.87
[2025-05-08 13:40:16.615] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.87
[2025-05-08 13:40:17.687] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.82
[2025-05-08 13:40:17.690] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.82
[2025-05-08 13:40:18.693] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.81
[2025-05-08 13:40:18.695] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.81
[2025-05-08 13:40:19.697] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.72
[2025-05-08 13:40:19.698] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.72
[2025-05-08 13:40:20.699] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.76
[2025-05-08 13:40:20.700] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.76
[2025-05-08 13:40:21.778] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.85
[2025-05-08 13:40:21.779] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.85
[2025-05-08 13:40:22.878] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.86
[2025-05-08 13:40:22.879] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.86
[2025-05-08 13:40:23.969] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.78
[2025-05-08 13:40:23.970] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.78
[2025-05-08 13:40:25.050] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.79
[2025-05-08 13:40:25.052] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.79
[2025-05-08 13:40:26.151] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.75
[2025-05-08 13:40:26.152] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.75
[2025-05-08 13:40:27.250] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.75
[2025-05-08 13:40:27.251] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.75
[2025-05-08 13:40:28.260] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.77
[2025-05-08 13:40:28.261] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.77
[2025-05-08 13:40:29.272] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.73
[2025-05-08 13:40:29.275] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:False | confidence:0.73
[2025-05-08 13:40:30.297] [ALERT] [INTRUSION_DETECTION] :: intrusion_detected:True | confidence:0.77
