[2025-05-05 17:09:23.471] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:06:02.661] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 18:06:02.663] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 18:06:02.766] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 18:06:02.767] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 18:06:02.867] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:06:02.869] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:06:02.905] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:06:02.906] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:06:03.096] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:06:03.098] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:06:03.198] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:06:03.200] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:06:03.304] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:06:03.308] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:06:03.363] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:06:03.364] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:06:03.414] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:06:03.416] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:06:03.526] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 18:06:03.529] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 18:06:03.632] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:06:03.633] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:06:03.751] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:06:03.754] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:06:03.863] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:06:03.865] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:06:03.882] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:06:03.884] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:06:03.967] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:06:03.969] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:06:04.069] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.72
[2025-05-05 18:06:04.071] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.72
[2025-05-05 18:06:04.199] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 18:06:04.201] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 18:06:04.301] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:06:04.303] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:06:04.384] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:06:04.386] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:06:04.396] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.95
[2025-05-05 18:06:04.397] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.95
[2025-05-05 18:06:04.518] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:06:04.521] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:06:04.623] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:06:04.625] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:06:04.734] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:06:04.735] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:06:04.839] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:06:04.840] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:06:04.873] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:06:04.874] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:06:04.946] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:06:04.948] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:06:05.062] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:06:05.063] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:06:05.153] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 18:06:05.155] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 18:06:05.272] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 18:06:05.274] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 18:06:05.374] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:06:05.377] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:06:05.399] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:06:05.399] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:06:05.623] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:06:05.625] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:06:05.827] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:06:05.829] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:06:05.889] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:06:05.890] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:06:05.938] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:06:05.939] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:06:06.148] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 18:06:06.149] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 18:06:06.257] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:06:06.258] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:06:06.366] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:06:06.367] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:06:06.397] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:06:06.397] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:06:06.478] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:06:06.480] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:06:06.588] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:06:06.590] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:06:06.711] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:06:06.713] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:06:06.813] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:06:06.814] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:06:06.891] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:06:06.892] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:06:06.913] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:06:06.913] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:06:07.021] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:06:07.022] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:06:07.132] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:06:07.133] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:06:07.233] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 18:06:07.233] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 18:06:07.351] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 18:06:07.353] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 18:06:07.399] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:06:07.400] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:06:07.453] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:06:07.454] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:06:07.572] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:06:07.574] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:06:07.677] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:06:07.679] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:06:07.783] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.92
[2025-05-05 18:06:07.785] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.92
[2025-05-05 18:06:07.895] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:06:07.897] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:06:07.929] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:06:07.930] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:06:08.122] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:06:08.124] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:06:08.217] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 18:06:08.219] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 18:06:08.347] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 18:06:08.349] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 18:06:08.423] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 18:06:08.425] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 18:06:08.455] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:06:08.456] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:06:08.679] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 18:06:08.681] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 18:06:08.783] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.91
[2025-05-05 18:06:08.785] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.91
[2025-05-05 18:06:08.878] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 18:06:08.879] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 18:06:08.911] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:06:08.911] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:06:08.986] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 18:06:08.986] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 18:06:09.097] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:06:09.098] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:06:09.204] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 18:06:09.205] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 18:06:09.360] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:06:09.361] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:10:58.256] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.93
[2025-05-05 18:10:58.257] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.93
[2025-05-05 18:10:58.376] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:10:58.376] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:10:58.574] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:10:58.575] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:10:58.680] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:10:58.683] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:10:58.713] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:10:58.714] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:10:58.919] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:10:58.921] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:10:59.032] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:10:59.034] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:10:59.137] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:10:59.139] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:10:59.181] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:10:59.182] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:10:59.235] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:10:59.236] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:10:59.371] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 18:10:59.372] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 18:10:59.470] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:10:59.470] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:10:59.565] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:10:59.566] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:10:59.687] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:10:59.689] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:10:59.707] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:10:59.709] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:10:59.900] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.74
[2025-05-05 18:10:59.903] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.74
[2025-05-05 18:11:00.008] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:11:00.010] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:11:00.111] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.72
[2025-05-05 18:11:00.111] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.72
[2025-05-05 18:11:00.178] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:11:00.181] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:11:00.228] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 18:11:00.229] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 18:11:00.354] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.87
[2025-05-05 18:11:00.356] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.87
[2025-05-05 18:11:00.459] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.87
[2025-05-05 18:11:00.460] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.87
[2025-05-05 18:11:00.560] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 18:11:00.561] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 18:11:00.665] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:11:00.667] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:11:00.689] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:11:00.690] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:11:00.771] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:11:00.773] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:11:00.892] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:11:00.893] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:11:00.984] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:11:00.985] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:11:01.097] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.91
[2025-05-05 18:11:01.099] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.91
[2025-05-05 18:11:01.171] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:11:01.171] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:11:01.199] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:11:01.199] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:11:01.316] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:11:01.319] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:11:01.439] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:11:01.441] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:11:01.662] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.74
[2025-05-05 18:11:01.666] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.74
[2025-05-05 18:11:01.689] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:11:01.691] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:11:01.769] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:11:01.771] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:11:01.895] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:11:01.898] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:11:01.998] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:11:02.000] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:11:02.108] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.7
[2025-05-05 18:11:02.110] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.7
[2025-05-05 18:11:02.201] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:11:02.203] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:11:02.241] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:11:02.243] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:11:02.445] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 18:11:02.447] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 18:11:02.540] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.87
[2025-05-05 18:11:02.541] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.87
[2025-05-05 18:11:02.653] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 18:11:02.655] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 18:11:02.692] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:11:02.693] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:11:02.772] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:11:02.774] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:11:02.872] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:11:02.874] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:11:02.981] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:11:02.983] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:11:03.091] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:11:03.093] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:11:03.193] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.74
[2025-05-05 18:11:03.195] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.74
[2025-05-05 18:11:03.212] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:11:03.213] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:11:03.417] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:11:03.420] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:11:03.519] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.93
[2025-05-05 18:11:03.520] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.93
[2025-05-05 18:11:03.635] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:11:03.637] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:11:03.706] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:11:03.707] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:11:03.735] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:11:03.736] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:11:03.849] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:11:03.852] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:11:03.961] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:11:03.963] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:11:04.089] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:11:04.089] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:11:04.172] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.95
[2025-05-05 18:11:04.173] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.95
[2025-05-05 18:11:04.190] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 18:11:04.191] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 18:11:04.285] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:11:04.287] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:11:04.409] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:11:04.411] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:11:04.535] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 18:11:04.536] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 18:11:04.626] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:11:04.629] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:11:04.724] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:11:04.725] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:11:04.742] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:11:04.743] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:11:04.948] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:11:04.950] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:11:05.059] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:11:05.061] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:11:05.171] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:11:05.173] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:11:05.210] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 18:11:05.210] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 18:11:05.276] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:11:05.278] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:11:05.385] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 18:11:05.387] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 18:11:05.494] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:11:05.496] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:11:05.599] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:11:05.600] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:11:05.716] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:11:05.718] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
