[2025-05-11 15:58:44.402] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-11 16:07:50.862] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:07:50.868] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:07:51.871] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.96
[2025-05-11 16:07:51.875] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.96
[2025-05-11 16:07:52.980] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:07:52.989] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:07:54.076] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:07:54.084] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:07:55.171] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-11 16:07:55.176] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-11 16:07:56.263] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-11 16:07:56.270] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-11 16:07:57.352] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:07:57.358] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:07:58.356] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.96
[2025-05-11 16:07:58.358] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.96
[2025-05-11 16:07:59.364] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-11 16:07:59.369] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-11 16:08:00.365] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:08:00.371] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:08:01.371] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:08:01.375] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:08:02.441] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:08:02.444] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:08:03.524] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.96
[2025-05-11 16:08:03.527] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.96
[2025-05-11 16:08:04.637] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-11 16:08:04.644] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-11 16:08:05.713] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-11 16:08:05.715] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-11 16:08:06.857] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:08:06.859] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:08:07.894] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:08:07.896] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:08:08.925] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:08:08.927] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:08:10.027] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-11 16:08:10.031] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-11 16:08:11.114] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:08:11.116] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:08:12.208] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:08:12.210] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:08:13.312] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:08:13.313] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:08:14.407] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:08:14.408] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:08:58.413] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-11 16:08:58.413] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-11 16:08:59.431] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-11 16:09:00.529] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:09:00.532] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:09:01.618] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-11 16:09:01.619] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-11 16:09:02.810] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:09:02.811] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:09:03.865] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:09:04.914] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:09:04.917] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:09:06.023] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:09:06.053] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:09:07.112] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:09:07.120] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:09:08.224] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:09:08.233] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:09:09.344] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.84
[2025-05-11 16:09:09.355] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.84
[2025-05-11 16:09:10.374] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:09:10.379] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:09:11.389] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:09:11.398] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:09:12.388] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-11 16:09:12.390] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-11 16:09:13.403] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:09:13.405] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:09:14.408] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:09:14.423] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:09:15.428] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:09:15.432] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:09:16.474] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:09:16.478] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:09:17.569] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:09:17.575] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:09:18.661] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:09:18.663] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:09:19.755] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:09:19.758] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:09:20.761] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:09:20.763] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:09:21.874] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:09:21.885] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:09:22.929] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.88
[2025-05-11 16:09:22.943] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.88
[2025-05-11 16:09:24.045] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.96
[2025-05-11 16:09:24.050] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.96
[2025-05-11 16:09:25.131] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:09:25.134] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:09:26.237] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.88
[2025-05-11 16:09:26.257] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.88
[2025-05-11 16:09:27.342] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-11 16:09:27.352] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-11 16:09:28.406] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.75
[2025-05-11 16:09:28.407] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.75
[2025-05-11 16:09:29.425] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:09:29.426] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:09:30.502] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:09:30.507] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:09:51.852] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:09:51.853] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:09:53.940] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-11 16:09:53.941] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-11 16:09:55.038] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-11 16:09:55.040] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-11 16:09:56.135] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:09:56.137] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:09:57.229] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:09:57.233] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:09:57.862] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:09:57.867] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:09:58.311] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-11 16:09:58.312] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-11 16:09:59.318] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:09:59.321] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:10:00.328] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:10:00.331] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:10:01.389] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-11 16:10:01.390] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-11 16:10:02.471] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:10:02.472] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:10:03.570] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:10:03.571] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:10:04.668] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.96
[2025-05-11 16:10:04.668] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.96
[2025-05-11 16:10:05.769] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:10:05.772] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:10:06.858] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-11 16:10:06.866] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-11 16:10:07.869] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:10:07.871] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:10:08.877] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:10:08.884] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:10:09.957] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:10:09.959] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:10:10.963] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:10:10.964] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:10:12.061] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-11 16:10:12.064] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-11 16:10:13.149] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.98
[2025-05-11 16:10:13.150] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.98
[2025-05-11 16:10:14.154] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:10:14.156] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:10:15.156] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:10:15.161] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:10:16.352] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.75
[2025-05-11 16:10:16.356] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.75
[2025-05-11 16:10:17.381] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:10:17.383] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:10:18.391] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:10:18.394] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:10:23.428] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:10:23.429] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:10:24.483] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:10:24.487] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:10:25.563] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:10:25.564] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:10:26.673] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-11 16:10:26.677] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-11 16:10:27.764] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.98
[2025-05-11 16:10:27.767] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.98
[2025-05-11 16:10:28.856] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:10:28.858] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:10:29.880] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.81
[2025-05-11 16:10:29.881] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.81
[2025-05-11 16:14:00.166] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:14:00.167] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:14:02.285] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-11 16:14:02.289] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-11 16:14:03.328] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:14:03.330] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:14:04.532] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.88
[2025-05-11 16:14:04.533] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.88
[2025-05-11 16:14:05.631] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:14:05.634] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:14:06.257] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:14:06.259] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:14:06.737] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:14:06.739] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:14:07.794] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:14:07.798] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:14:12.814] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:14:12.816] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:14:13.858] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:14:13.860] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:14:18.867] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-11 16:14:18.868] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-11 16:17:21.386] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:17:21.387] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:17:22.406] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:17:22.406] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:17:23.509] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:17:23.510] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:17:24.596] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:17:24.597] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:20:12.977] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.9
[2025-05-11 16:20:12.977] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.9
[2025-05-11 16:20:13.826] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:20:13.826] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:20:14.898] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:20:14.899] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:20:16.015] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:20:16.016] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:20:17.094] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.75
[2025-05-11 16:20:17.095] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.75
[2025-05-11 16:20:18.203] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:20:18.203] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:20:19.285] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:20:19.285] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:20:20.378] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:20:20.380] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:20:21.466] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:20:21.466] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:20:22.566] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:20:22.566] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:20:23.660] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:20:23.660] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:20:24.731] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:20:24.732] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:20:25.743] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:20:25.744] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:20:26.748] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:20:26.748] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:20:27.830] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:20:27.831] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:22:01.855] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-11 16:22:01.855] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-11 16:22:02.287] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:22:02.288] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:22:03.371] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-11 16:22:03.371] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-11 16:22:04.476] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:22:04.477] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:22:05.560] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:22:05.561] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:22:06.665] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:22:06.665] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:22:07.749] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:22:07.750] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:22:08.760] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.98
[2025-05-11 16:22:08.761] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.98
[2025-05-11 16:22:09.771] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:22:09.772] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:22:10.827] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:22:10.828] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:22:11.911] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:22:11.912] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:22:12.997] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:22:12.998] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:22:14.143] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:22:14.144] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:22:15.201] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-11 16:22:15.201] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-11 16:22:16.286] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.75
[2025-05-11 16:22:16.286] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.75
[2025-05-11 16:22:17.324] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-11 16:22:17.324] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-11 16:22:18.330] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:22:18.331] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:22:19.323] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:22:19.323] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
