[2025-05-08 10:56:34.408] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 11:57:23.176] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 11:57:23.176] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 11:57:25.239] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.9
[2025-05-08 11:57:25.240] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.9
[2025-05-08 11:57:58.630] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-08 11:57:58.630] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-08 11:58:00.835] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-08 11:58:00.836] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-08 11:58:03.015] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-08 11:58:03.016] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-08 11:58:51.168] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.8
[2025-05-08 11:58:51.168] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.8
[2025-05-08 12:00:05.078] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 12:00:05.078] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 12:00:07.162] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 12:00:07.163] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 12:00:09.255] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-08 12:00:09.255] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-08 12:00:11.359] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.94
[2025-05-08 12:00:11.360] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.94
[2025-05-08 12:00:13.409] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 12:00:13.410] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 12:00:50.448] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 12:00:50.449] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 12:00:52.632] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.8
[2025-05-08 12:00:52.634] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.8
[2025-05-08 12:00:54.797] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 12:00:54.797] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 12:00:56.922] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 12:00:56.925] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 12:00:58.964] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 12:00:58.964] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 12:01:01.165] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 12:01:01.167] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 12:01:03.408] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 12:01:03.408] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 12:01:05.524] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-08 12:01:05.524] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-08 12:01:07.735] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-08 12:01:07.736] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-08 12:01:10.015] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-08 12:01:10.016] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-08 12:01:12.214] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 12:01:12.215] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 12:01:14.422] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 12:01:14.424] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 12:01:16.491] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-08 12:01:16.494] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-08 12:01:18.682] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-08 12:01:18.685] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-08 12:01:20.860] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.87
[2025-05-08 12:01:20.861] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.87
[2025-05-08 12:01:23.025] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-08 12:01:23.027] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-08 12:01:25.242] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.9
[2025-05-08 12:01:25.243] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.9
[2025-05-08 12:01:27.500] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-08 12:01:27.502] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-08 12:04:21.429] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 12:04:21.429] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 12:04:23.597] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 12:04:23.597] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 12:04:25.778] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 12:04:25.779] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 12:10:57.123] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 12:10:57.123] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 12:10:59.321] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-08 12:10:59.321] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-08 12:11:01.503] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 12:11:01.503] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 12:11:03.571] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-08 12:11:03.573] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-08 12:11:05.577] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.96
[2025-05-08 12:11:05.578] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.96
[2025-05-08 12:11:07.607] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 12:11:07.608] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 12:11:09.679] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.83
[2025-05-08 12:11:09.680] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.83
[2025-05-08 12:11:11.780] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.94
[2025-05-08 12:11:11.783] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.94
[2025-05-08 12:11:13.974] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 12:11:13.975] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 12:11:16.121] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 12:11:16.122] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 12:11:18.136] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-08 12:11:18.137] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-08 12:11:20.190] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 12:11:20.191] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 12:13:38.824] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 12:13:38.825] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 12:13:41.044] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 12:13:41.046] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 12:13:43.224] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 12:13:43.225] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 13:39:52.001] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 13:39:52.002] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 13:39:54.107] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 13:39:54.108] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 13:39:56.218] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-08 13:39:56.219] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-08 13:39:58.406] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 13:39:58.407] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 13:40:00.507] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 13:40:00.509] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 13:40:02.563] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-08 13:40:02.564] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-08 13:40:04.767] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 13:40:04.770] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 13:40:06.860] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-08 13:40:06.862] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-08 13:40:09.078] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-08 13:40:09.080] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-08 13:40:11.151] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 13:40:11.152] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 13:40:13.344] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-08 13:40:13.344] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-08 13:40:15.527] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-08 13:40:15.528] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-08 13:40:17.680] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 13:40:17.683] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 13:40:19.695] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-08 13:40:19.696] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-08 13:40:21.775] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.87
[2025-05-08 13:40:21.776] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.87
[2025-05-08 13:40:23.967] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 13:40:23.968] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 13:40:26.148] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 13:40:26.149] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 13:40:28.256] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-08 13:40:28.257] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-08 13:40:30.293] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 13:40:30.295] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 13:40:32.516] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 13:40:32.517] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 13:40:34.692] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 13:40:34.695] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 13:40:36.796] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.85
[2025-05-08 13:40:36.798] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.85
[2025-05-08 13:40:39.311] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 13:40:39.312] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 13:40:41.313] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 13:40:41.314] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 13:40:43.444] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 13:40:43.446] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 13:40:45.634] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-08 13:40:45.635] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-08 13:40:47.844] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.98
[2025-05-08 13:40:47.848] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.98
[2025-05-08 13:40:49.889] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.98
[2025-05-08 13:40:49.890] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.98
[2025-05-08 13:40:51.919] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 13:40:51.921] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 13:40:53.922] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 13:40:53.922] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 13:40:55.963] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 13:40:55.965] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 13:41:25.493] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 13:41:25.494] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 14:00:42.329] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 14:00:42.331] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 14:00:44.486] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-08 14:00:44.488] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-08 14:00:46.661] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-08 14:00:46.664] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-08 14:00:48.760] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-08 14:00:48.761] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-08 14:00:50.923] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.8
[2025-05-08 14:00:50.923] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.8
[2025-05-08 14:02:20.008] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 14:02:20.009] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 14:02:22.200] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-08 14:02:22.201] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-08 14:02:28.315] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-08 14:02:28.315] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-08 14:02:30.516] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.88
[2025-05-08 14:02:30.518] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.88
[2025-05-08 14:02:32.605] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-08 14:02:32.607] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-08 14:02:34.797] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-08 14:02:34.798] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-08 14:02:36.981] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 14:02:36.983] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 14:02:39.070] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:02:39.072] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:02:41.113] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-08 14:02:41.115] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-08 14:02:43.344] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 14:02:43.345] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 14:02:45.554] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 14:02:45.554] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 14:02:47.658] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:02:47.664] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:02:50.714] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 14:02:50.715] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 14:02:52.899] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 14:02:52.900] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 14:02:55.080] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:02:55.082] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:02:57.264] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 14:02:57.266] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 14:02:59.284] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 14:02:59.287] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 14:03:02.396] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-08 14:03:02.404] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-08 14:03:04.594] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:03:04.598] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:03:06.768] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-08 14:03:06.773] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-08 14:03:08.851] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:03:08.854] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:03:10.940] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 14:03:10.942] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 14:03:12.941] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 14:03:12.942] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 14:03:14.976] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.82
[2025-05-08 14:03:14.985] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.82
[2025-05-08 14:03:17.176] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.8
[2025-05-08 14:03:17.179] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.8
[2025-05-08 14:03:19.351] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:03:19.354] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:03:21.495] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-08 14:03:21.497] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-08 14:03:23.532] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-08 14:03:23.533] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-08 14:03:25.549] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 14:03:25.553] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 14:03:27.571] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:03:27.571] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:03:29.728] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-08 14:03:29.729] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-08 14:19:41.961] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.94
[2025-05-08 14:19:41.963] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.94
[2025-05-08 14:19:44.078] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 14:19:44.079] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 14:19:46.275] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.96
[2025-05-08 14:19:46.276] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.96
[2025-05-08 14:19:48.360] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.82
[2025-05-08 14:19:48.363] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.82
[2025-05-08 14:19:50.423] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 14:19:50.425] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 14:19:52.514] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 14:19:52.515] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 14:19:54.720] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 14:19:54.723] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 14:19:56.901] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-08 14:19:56.905] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-08 14:20:00.071] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:20:00.072] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:20:02.276] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 14:20:02.278] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 14:20:04.416] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:20:04.421] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:20:06.535] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 14:20:06.537] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 14:20:08.699] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 14:20:08.700] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 14:20:10.931] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 14:20:10.934] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
